,coefficient,std_error,t_stat,p_value
const,7822.631489627812,371.8607869002008,21.03645171849548,0.0
workers,2.498974426517348,0.380943009238201,6.559969249769739,5.5422333389287814e-11
workers_squared,-8.237847719633953e-05,2.3564446363282148e-05,-3.495880018836375,0.00047374457169713224
