state_name,industry_name,YEAR,firms_01: Total,firms_02: <5,firms_03: 5-9,firms_04: 10-19,firms_05: <20,firms_06: 20-99,firms_07: 100-499,firms_08: <500,firms_09: 500+,establishments_01: Total,establishments_02: <5,establishments_03: 5-9,establishments_04: 10-19,establishments_05: <20,establishments_06: 20-99,establishments_07: 100-499,establishments_08: <500,establishments_09: 500+,employment_01: Total,employment_02: <5,employment_03: 5-9,employment_04: 10-19,employment_05: <20,employment_06: 20-99,employment_07: 100-499,employment_08: <500,employment_09: 500+,annual_payroll_01: Total,annual_payroll_02: <5,annual_payroll_03: 5-9,annual_payroll_04: 10-19,annual_payroll_05: <20,annual_payroll_06: 20-99,annual_payroll_07: 100-499,annual_payroll_08: <500,annual_payroll_09: 500+
Alaska,"Professional, Scientific, and Technical Services",2012,8658,5490,1075,760,7325,525,220,8070,588,9540,5490,1075,790,7355,670,285,8310,1230,86260,7253,6071,8760,24100,14680,7068,49133,32665,6120089000,547523000,489518000,638499000,1754638000,1085138000,603876000,3616197000,2260872000
Alaska,Real Estate and Rental and Leasing,2012,3952,2800,485,230,3515,177,73,3765,187,4420,2805,490,270,3565,290,255,4110,310,21813,2901,2518,2561,8070,3654,1113,16634,3094,1013253000,143002000,103244000,94247000,360839000,194303000,57374000,709462000,209159000
Alaska,Retail Trade,2012,9523,4754,1924,1221,7899,870,196,8965,558,12515,4800,1985,1340,8125,1405,540,10070,2445,155976,6099,10747,12848,34547,20754,7629,72197,50123,4800981000,264523000,344619000,382542000,1067509000,807030000,344366000,2430397000,1508824000
Alaska,Total,2012,16656,9979,2826,1732,14537,1192,334,16063,593,20427,10005,2872,1872,14749,1752,1109,17610,2817,258219,15036,18657,23049,56742,41453,40183,138378,119841,13986403000,809344000,791222000,1049710000,2650276000,1976375000,2011768000,6638419000,7347984000
Alaska,Transportation and Warehousing,2012,4356,2685,473,297,3455,274,224,3953,403,5490,2695,475,315,3485,395,510,4390,1100,63568,2100,2390,1906,8783,5209,13064,31767,26833,4022490000,225900000,133888000,113768000,542068000,296160000,595256000,1739054000,1909876000
Alaska,Utilities,2012,295,95,40,47,182,70,38,290,5,470,95,40,90,225,95,135,455,15,9154,72,106,476,669,2137,4231,8750,0,818853000,5409000,7239000,21952000,40496000,179663000,419834000,777269000,0
Alaska,Wholesale Trade,2012,2823,1050,355,260,1665,361,231,2257,566,3730,1060,370,290,1720,490,350,2560,1170,37130,813,1244,1984,5540,6009,3893,19965,11661,2386593000,97861000,87478000,112451000,374949000,335415000,230759000,1199959000,917284000
Arizona,Accommodation and Food Services,2012,39726,13049,8100,7619,28768,8498,1282,38548,1178,58365,13060,8130,7770,28960,10065,5435,44460,13905,1238062,22033,54522,103581,181590,312004,191728,688970,551943,20604453000,540370000,699486000,1339093000,2585453000,4599636000,2830726000,10057686000,10342343000
Arizona,Administrative and Support and Waste Management and Remediation Services,2012,35381,20740,5240,3180,29160,3107,1270,33537,1844,40365,20755,5270,3220,29245,3335,1555,34135,6230,1117447,28833,33605,40645,104648,114110,168070,398217,702820,37312805000,1071109000,971186000,1252281000,3316701000,3403117000,5001593000,11934278000,24169541000
Arizona,"Agriculture, Forestry, Fishing and Hunting",2012,955,665,115,60,840,75,20,935,20,975,665,115,60,840,85,30,955,20,7069,849,463,38,1779,2494,1324,6664,0,202452000,40687000,22844000,1122000,95914000,48883000,36729000,187602000,0
Arizona,"Arts, Entertainment, and Recreation",2012,7701,4398,840,745,5983,1055,431,7469,232,8720,4410,850,750,6010,1095,715,7820,900,184330,3562,3884,9283,16774,42059,59409,128758,41828,5682294000,234201000,142876000,186578000,612141000,697917000,2939581000,4354550000,907298000
Arizona,Construction,2012,54961,34385,9110,5250,48745,4703,854,54302,659,55595,34385,9110,5255,48750,4740,1010,54500,1095,591924,53036,58921,68137,184297,179028,96135,466631,98960,27789427000,1947705000,1960894000,2629367000,6581549000,7719456000,4649155000,19314619000,6959337000
Arizona,Educational Services,2012,8730,3905,1465,1110,6480,1536,382,8398,332,10310,3915,1465,1125,6505,1695,610,8810,1500,389185,4634,9298,14534,28983,62208,43195,135862,241766,11100365000,202501000,235132000,348430000,788580000,1801327000,1346819000,4067364000,6731307000
Arizona,Finance and Insurance,2012,24742,17870,2428,869,21167,919,735,22821,1921,46505,17950,2465,1020,21435,1450,2010,24895,21610,651095,22452,14267,10199,50685,26055,36872,119329,461756,39946909000,1219957000,715606000,706290000,2678259000,1839725000,2512576000,7443472000,31224858000
Arizona,Health Care and Social Assistance,2012,66590,36775,13905,7174,57854,5247,1865,64966,1624,84335,36790,14020,7495,58305,7935,5815,72055,12280,1581256,55434,91494,91783,238861,200086,279877,736184,804897,76419040000,3826942000,3912183000,3969057000,11763540000,8381961000,11098496000,31623670000,42984650000
Arizona,Information,2012,6355,3300,780,450,4530,654,307,5491,864,10135,3300,785,450,4535,770,395,5700,4435,207845,3907,4319,4901,15221,20371,17956,56714,140507,13278746000,284667000,206333000,274145000,789058000,1174508000,1213742000,3348646000,9410853000
Arizona,Management of Companies and Enterprises,2012,3035,285,35,45,365,455,857,1677,1358,4540,285,35,45,365,460,930,1755,2785,230584,3,156,26,673,5392,26398,32990,198121,21578667000,48960000,9269000,1145000,85030000,300452000,1738817000,2149130000,19468752000
Arizona,Manufacturing,2012,20404,8280,3475,2830,14585,3175,1178,18938,1466,21345,8280,3485,2840,14605,3250,1385,19240,2105,609662,11406,19161,31068,69273,104133,80099,292324,268054,36562310000,478494000,721631000,1252360000,2708309000,4508251000,3361503000,12379312000,21747654000
Arizona,"Mining, Quarrying, and Oil and Gas Extraction",2012,958,415,145,85,645,142,43,830,128,1215,415,145,85,645,155,65,865,350,27987,291,637,636,2270,3404,957,10005,1627,2055856000,31713000,44402000,22075000,127372000,172547000,65617000,574554000,1482659000
Arizona,Other,2012,97,93,4,0,97,0,0,97,0,97,93,4,0,97,0,0,97,0,0,0,22,0,0,0,0,0,0,2325000,2163000,162000,0,2325000,0,0,2325000,0
Arizona,Other Services (except Public Administration),2012,48136,29350,9740,4517,43607,3065,788,47460,676,54060,29385,9815,4780,43980,4160,2365,50505,3555,416505,51212,62576,53892,172631,105900,66092,351340,41739,11785791000,1362460000,1555694000,1682679000,4882202000,2607126000,1883448000,9551880000,1568762000
Arizona,"Professional, Scientific, and Technical Services",2012,75745,55760,8524,4426,68710,3655,1466,73831,1914,81580,55775,8545,4545,68865,4265,2400,75530,6050,618495,66113,53047,54922,183992,109413,85086,392829,207167,38292111000,4032188000,2717370000,3104979000,9920685000,6936376000,5589856000,22997320000,14400745000
Arizona,Real Estate and Rental and Leasing,2012,32493,25835,2801,1320,29956,1087,630,31673,820,40260,25940,2890,1470,30300,1605,1875,33780,6480,201824,29434,16760,15448,65169,29099,26863,130177,68978,9114315000,1385561000,584965000,556842000,2568464000,1278374000,1182375000,5595399000,3326193000
Arizona,Retail Trade,2012,49014,27123,9708,4919,41750,3666,1250,46666,2348,87770,27175,10035,5695,42905,6350,4290,53545,34225,1389628,39755,51541,53463,148765,113729,89332,362103,891640,36824547000,1131488000,1435768000,1565941000,4234585000,3840188000,3996504000,12462098000,22191929000
Arizona,Total,2012,101205,60802,16360,9669,86831,8755,2671,98257,2948,131375,60900,16543,10153,87596,11300,6915,105811,25564,2134252,96077,107797,128201,332075,320841,302278,955194,1179058,90838616000,3935712000,3535204000,4544676000,12015592000,11348611000,11988940000,35353143000,55485473000
Arizona,Transportation and Warehousing,2012,13336,7200,1670,1197,10067,1246,715,12028,1308,15630,7210,1685,1205,10100,1430,985,12515,3115,316988,7864,8885,13866,33817,35612,34042,111149,199990,12571710000,350291000,337117000,478448000,1218995000,1275600000,1272021000,3940119000,8552139000
Arizona,Utilities,2012,788,420,85,80,585,44,52,681,107,1340,420,85,85,590,70,170,830,510,32017,758,0,925,2115,1680,6923,11050,1036,2753984000,22349000,0,41919000,84151000,119753000,511791000,725107000,119825000
Arizona,Wholesale Trade,2012,27692,13895,3713,2688,20296,3044,1662,25002,2690,33345,13920,3765,2870,20555,3585,2535,26675,6670,459674,18429,22066,28402,73820,80164,54975,227416,222983,28482589000,1064947000,1068937000,1585941000,3820332000,4034729000,2926012000,11307586000,16795527000
Arkansas,Accommodation and Food Services,2012,20930,7165,3890,4310,15365,4409,592,20366,564,27400,7170,3920,4360,15450,5280,2330,23060,4340,466605,11619,25705,58141,96760,152639,75390,325038,140941,5987555000,239351000,307384000,702421000,1252255000,1918363000,865579000,4053515000,1874905000
Arkansas,Administrative and Support and Waste Management and Remediation Services,2012,11581,6685,1730,1015,9430,1043,309,10782,799,13080,6690,1730,1045,9465,1165,510,11140,1940,266150,9036,10553,12230,34353,34943,31538,110713,142486,7615491000,311588000,312622000,347413000,1013279000,895881000,610673000,2832889000,4515856000
Arkansas,"Agriculture, Forestry, Fishing and Hunting",2012,3098,1725,810,305,2840,155,50,3045,53,3225,1725,810,305,2840,175,65,3080,145,21254,2945,5097,3521,12275,4214,2473,20012,720,726844000,120182000,221322000,125977000,473081000,127047000,45897000,660671000,43649000
Arkansas,"Arts, Entertainment, and Recreation",2012,3864,2305,615,432,3352,345,102,3799,65,3930,2305,615,440,3360,375,130,3865,65,42896,3089,3254,5378,13444,11519,7030,36183,2351,801326000,88918000,52521000,84785000,237802000,209051000,145979000,669792000,45106000
Arkansas,Construction,2012,26000,16565,4345,2670,23580,2008,197,25785,215,26240,16565,4345,2675,23585,2045,275,25905,335,211489,26370,27524,35331,90406,70635,18527,187478,13418,8441248000,819621000,866554000,1285793000,2996710000,2887243000,929761000,7183590000,851990000
Arkansas,Educational Services,2012,2630,1255,400,290,1945,410,165,2520,110,2945,1255,400,320,1975,450,365,2790,155,78834,1679,2454,3666,8089,15566,24730,51276,27307,1602511000,44579000,41295000,61327000,149491000,338829000,548446000,1083477000,473660000
Arkansas,Finance and Insurance,2012,12146,8413,1425,397,10235,739,363,11337,809,21920,8415,1450,585,10450,2210,2580,15240,6680,171528,13472,8569,4444,27420,22623,25953,83191,87193,9555412000,475734000,366246000,222502000,1092412000,1092062000,1172106000,3802452000,5673965000
Arkansas,Health Care and Social Assistance,2012,29605,14015,6630,3645,24290,3071,1261,28622,983,37415,14025,6645,3770,24440,4710,3485,32635,4780,825290,22954,43825,46119,115690,129217,152057,408104,411807,31695547000,1469607000,1645700000,1778462000,4967352000,4260977000,4410896000,14014940000,17487975000
Arkansas,Information,2012,2536,1015,415,275,1705,299,115,2119,417,5030,1015,415,280,1710,390,250,2350,2680,97096,1088,1698,2814,6713,7675,5763,24005,50082,6087883000,46685000,55209000,87524000,216712000,422587000,297650000,1041249000,2843779000
Arkansas,Management of Companies and Enterprises,2012,1578,75,30,40,145,320,422,887,691,6075,75,30,40,145,330,475,950,5125,195951,0,23,170,440,3903,9433,13854,181707,15116455000,6136000,2072000,3865000,30195000,187883000,521945000,753595000,14372759000
Arkansas,Manufacturing,2012,12181,4215,2035,1535,7785,1892,874,10551,1630,13410,4215,2035,1535,7785,2090,1085,10960,2450,679936,6059,10106,16626,37317,58076,63420,188649,431662,27352701000,230182000,330993000,583282000,1254682000,2074402000,2512611000,6931864000,17500210000
Arkansas,"Mining, Quarrying, and Oil and Gas Extraction",2012,1783,775,220,185,1180,247,108,1535,248,2030,775,220,185,1180,250,135,1565,465,47121,804,1336,2102,5455,7962,7015,21469,25331,3115332000,61771000,58577000,89187000,238270000,359249000,411985000,1063073000,2038867000
Arkansas,Other,2012,56,52,3,1,56,0,0,56,0,56,52,3,1,56,0,0,56,0,0,0,0,0,0,0,0,0,0,1055000,763000,0,0,1055000,0,0,1055000,0
Arkansas,Other Services (except Public Administration),2012,31643,20175,6566,2592,29333,1746,230,31309,334,33235,20185,6615,2725,29525,2380,460,32365,870,210429,37081,41188,32600,113630,56893,17291,196197,10780,4639435000,783761000,857799000,748076000,2425946000,1075756000,370514000,4121579000,422854000
Arkansas,"Professional, Scientific, and Technical Services",2012,26596,18930,3811,1675,24416,1082,375,25873,723,28500,18930,3825,1760,24515,1405,910,26830,1670,160388,27125,23965,21032,74229,31479,17142,126004,28516,7902020000,1277553000,948263000,947174000,3211591000,1683206000,832747000,5879152000,1800092000
Arkansas,Real Estate and Rental and Leasing,2012,11384,8910,1053,372,10335,495,230,11060,324,13775,8910,1070,460,10440,975,555,11970,1805,62813,10990,6337,3629,23108,11915,4295,43529,18127,1943900000,382296000,157156000,122906000,705427000,433831000,147320000,1349365000,581650000
Arkansas,Retail Trade,2012,35487,18340,8311,4156,30807,2500,609,33916,1571,54700,18370,8435,4625,31430,4245,2785,38460,16240,540998,33182,53137,51711,142618,74713,41141,270872,242877,12821651000,761850000,1178697000,1338219000,3303825000,2361156000,1118239000,7053555000,5571679000
Arkansas,Total,2012,50412,28542,9178,5280,43000,4535,1181,48716,1696,64815,28562,9253,5593,43408,6435,3688,53531,11284,978519,49598,60169,69889,179656,164710,132680,477046,501473,35633588000,1604222000,1689732000,2054164000,5348118000,5080139000,4371209000,14799466000,20834122000
Arkansas,Transportation and Warehousing,2012,10198,5719,1535,935,8189,909,320,9418,780,11825,5735,1550,970,8255,950,440,9645,2180,235567,8496,9478,10476,30677,29521,18950,81766,124091,9918336000,295269000,291631000,375668000,990093000,1106204000,779630000,2961467000,5590002000
Arkansas,Utilities,2012,714,435,80,30,545,55,44,644,70,1645,435,80,30,545,130,165,840,805,32823,1028,505,180,1805,2749,6862,11762,18448,2469699000,27623000,15195000,8615000,55837000,155129000,432314000,657852000,1571420000
Arkansas,Wholesale Trade,2012,14127,5755,2041,1716,9512,1998,851,12361,1766,17415,5755,2060,1850,9665,2620,1440,13725,3690,212521,9044,10715,17702,42492,50072,24751,131241,69142,10959071000,400299000,485730000,835882000,1805887000,2374473000,1430833000,6310778000,4231615000
California,Accommodation and Food Services,2012,295156,114027,62585,57640,234252,52863,5825,292940,2216,392705,114285,62855,59030,236170,66130,24295,326595,66110,6992545,193642,409512,769774,1372928,1986793,961964,4347180,2602434,131376455000,4535274000,5750240000,11802005000,22251220000,35257271000,17502026000,75038480000,56315465000
California,Administrative and Support and Waste Management and Remediation Services,2012,179951,110148,26872,17067,154087,17021,5120,176228,3723,209765,110265,26965,17550,154780,19090,7675,181545,28220,5836745,176686,175671,226348,574800,630093,749078,1999196,3745946,235031655000,7982105000,6074249000,7987489000,22065104000,24526349000,25787533000,72703715000,160121121000
California,"Agriculture, Forestry, Fishing and Hunting",2012,9484,6085,1450,705,8240,899,250,9389,95,9725,6085,1450,715,8250,950,370,9570,155,138248,8829,9008,8830,27407,37796,37234,103558,31028,4808714000,474049000,405230000,432764000,1323154000,1665576000,911938000,3927479000,776447000
California,"Arts, Entertainment, and Recreation",2012,99286,75285,8686,5627,89598,7067,1822,98487,799,105700,75315,8715,5730,89760,7765,2895,100420,5280,1465160,53485,55926,73920,206437,288246,287338,794227,651042,70323465000,22133922000,2634311000,2882886000,27709493000,7290535000,12927090000,48925980000,20774302000
California,Construction,2012,324392,214120,51892,30809,296821,23108,3188,323117,1275,328675,214135,51905,30835,296875,23675,4595,325145,3530,2830655,335082,340495,413419,1090730,868125,459524,2418605,395569,155755630000,13730485000,13785360000,19171333000,46706900000,47947950000,29119083000,123785145000,31427475000
California,Educational Services,2012,56320,27190,8848,7225,43263,9647,2393,55303,1017,63705,27225,8900,7490,43615,11080,4075,58770,4935,1908180,42817,57880,98210,199428,386344,379255,969820,928659,69248790000,1614690000,1346881000,2351285000,5314140000,12129682000,14254123000,31796110000,37318136000
California,Finance and Insurance,2012,138839,100341,16909,7539,124789,7462,2978,135229,3610,249780,100455,17320,8580,126355,12295,14830,153480,96300,2876637,158820,106720,95784,371234,252155,341103,969508,1831647,280456795000,9032052000,6861199000,8559253000,24502798000,27192675000,33228723000,85295943000,186115436000
California,Health Care and Social Assistance,2012,440078,255178,96345,44534,396057,31190,8761,436008,4070,516515,255495,96900,47195,399590,45600,28155,473345,43170,8707840,459737,629830,581411,1668620,1195389,1237556,4111888,4518400,458421583000,26562076000,25683702000,24303532000,76573033000,48282191000,47098306000,172089392000,282524800000
California,Information,2012,76183,50252,7925,5870,64047,6797,2615,73459,2724,106930,50285,7975,6025,64285,7680,4230,76195,30735,2609776,53916,51657,76136,190971,244181,308136,750230,1690891,301363041000,8954700000,3960157000,6060729000,19013279000,21190794000,29971636000,70847752000,183759792000
California,Management of Companies and Enterprises,2012,15818,1220,405,551,2176,3236,4961,10373,5445,25065,1220,405,560,2185,3310,5350,10845,14220,1429140,26,1975,3112,5797,39262,176955,222664,1199954,158810475000,10964000,142380000,294445000,3419016000,3006195000,13673440000,20898055000,137855335000
California,Manufacturing,2012,184261,75868,33450,27268,136586,32145,8525,177256,7005,193945,75900,33475,27355,136730,33245,10390,180365,13580,5615758,129714,213601,364369,726687,1253186,1047024,3096613,2403410,337768051000,5802944000,8198000000,14846212000,29106719000,58102222000,55120018000,145483571000,185803976000
California,"Mining, Quarrying, and Oil and Gas Extraction",2012,3236,1475,410,384,2269,432,205,2906,330,4140,1475,410,390,2275,455,265,2995,1145,119811,2135,2546,4672,10013,14241,25368,50814,46291,10880857000,192925000,149033000,353558000,706067000,1149253000,2204751000,4152578000,6443011000
California,Other,2012,1045,1001,34,8,1043,2,0,1045,0,1045,1001,34,8,1043,2,0,1045,0,1029,0,202,99,0,0,0,1029,0,26134000,20102000,4157000,1510000,25769000,0,0,26134000,0
California,Other Services (except Public Administration),2012,318022,205630,58294,28637,292561,20793,3145,316499,1523,353100,205790,58785,29995,294570,26900,9190,330660,22440,2743487,369081,375890,374132,1125102,722157,360132,2212928,478612,82795645000,10002751000,10004736000,10686687000,30701012000,21975286000,12541200000,65394425000,16263827000
California,"Professional, Scientific, and Technical Services",2012,535790,392444,66225,35938,494607,27923,7052,529582,6208,575090,392590,66510,37055,496155,33825,12640,542620,32470,5644560,563173,431625,470291,1480880,959790,728624,3175895,2363857,467821465000,37536330000,26143830000,32303215000,95989495000,80704015000,67612485000,244619115000,221521418000
